42.40578,41.54762
42.45277,41.53639
42.48665,41.52887
42.52416,41.52527
42.54443,41.52609
42.55055,41.52555
42.56137,41.52248
42.66193,41.48776
42.67555,41.4811
42.69415,41.46999
42.70805,41.46137
42.72054,41.45083
42.72804,41.44305
42.73166,41.4386
42.73805,41.4286
42.74527,41.41054
42.75777,41.37137
42.79861,41.22082
42.80026,41.21361
42.80082,41.20721
42.79972,41.19972
42.79777,41.19305
42.79527,41.18749
42.79194,41.18277
42.78694,41.17137
42.78694,41.16221
42.78916,41.15582
42.7961,41.14694
42.84277,41.10166
42.85082,41.0947
42.91832,41.07805
42.92804,41.07276
42.97304,41.03276
42.98333,41.01944
42.98638,41.01388
42.98832,41.0075
42.9886,40.99832
42.98749,40.99082
42.97499,40.96166
42.97138,40.94832
42.97082,40.93998
42.97221,40.93277
42.97998,40.92471
43.00194,40.90888
43.04472,40.87694
43.05915,40.85999
43.06777,40.8436
43.07194,40.83054
43.07721,40.80943
43.07999,40.79472
43.08888,40.73082
43.08971,40.72248
43.09193,40.66138
43.16332,40.36055
43.24165,40.27416
43.25194,40.26971
43.27444,40.25443
43.31421,40.2216
43.3186,40.21527
43.35388,40.10915
43.37027,40.05138
43.37927,40.00297
43.41193,40.00916
43.44415,40.0211
43.54694,40.07749
43.55499,40.08498
43.55833,40.08999
43.56638,40.10693
43.57222,40.12666
43.57999,40.16249
43.5825,40.17748
43.58472,40.20194
43.58472,40.22082
43.58252,40.25339
43.5761,40.29472
43.56971,40.32443
43.56332,40.34388
43.55777,40.355
43.55332,40.36805
43.51777,40.48888
43.51166,40.51859
43.50861,40.54305
43.50972,40.56915
43.51361,40.5825
43.51611,40.58804
43.52527,40.60333
43.53194,40.61305
43.5425,40.63582
43.54443,40.64249
43.5461,40.65832
43.54665,40.6761
43.54583,40.68471
43.54302,40.69597
43.52138,40.71666
43.51777,40.7211
43.50944,40.73776
43.50443,40.74972
43.48693,40.81082
43.48333,40.83416
43.47721,40.86388
43.46999,40.88248
43.42361,40.9611
43.39555,41.00665
43.38582,41.02138
43.37721,41.03777
43.37499,41.04416
43.37277,41.05999
43.37305,41.07777
43.38304,41.11916
43.38526,41.13444
43.38722,41.16805
43.38472,41.19305
43.37888,41.21361
43.2961,41.43555
43.2322,41.565
43.22276,41.58971
43.22026,41.60526
43.18749,42.0311
43.19728,42.11118
43.22804,42.16387
43.23387,42.17443
43.23555,42.18111
43.23721,42.19694
43.23805,42.27082
43.23749,42.36388
43.2386,42.37137
43.23943,42.38833
43.23916,42.41527
43.23776,42.43304
43.2322,42.45387
43.22777,42.46666
43.22276,42.4786
43.2161,42.48916
43.18415,42.52887
43.18111,42.53443
43.17832,42.53972
43.14777,42.61305
43.14304,42.62582
43.14388,42.64249
43.14555,42.64916
43.15054,42.66081
43.15387,42.66554
43.16165,42.67361
43.1711,42.67999
43.17804,42.68888
43.18249,42.7011
43.18582,42.76944
43.17915,42.84999
43.17748,42.85722
43.17526,42.8636
43.12165,42.94887
43.06805,43.01082
43.06193,43.00944
43.05666,43.01082
42.9697,43.13388
42.96388,43.14471
42.94443,43.18387
42.93637,43.20083
42.93166,43.21361
42.90054,43.37776
42.90012,43.39289
42.88915,43.44721
42.86832,43.53249
42.86083,43.56055
42.84915,43.59193
42.84388,43.6036
42.83498,43.61943
42.83138,43.6236
42.8136,43.63693
42.80999,43.64111
42.80277,43.64971
42.7911,43.67083
42.7822,43.69694
42.77943,43.71249
42.77583,43.75639
42.75361,43.82111
42.75139,43.82721
42.74832,43.8325
42.74416,43.83582
42.73916,43.83804
42.73387,43.83777
42.72777,43.8361
42.7161,43.82388
42.70221,43.8061
42.67305,43.76277
42.65916,43.74471
42.65527,43.74082
42.64831,43.73654
42.64526,43.73527
42.63915,43.73555
42.635,43.73888
42.6061,43.77304
42.60304,43.77833
42.60082,43.78471
42.58332,43.91193
42.62387,44.18443
42.62721,44.19749
42.63193,44.20916
42.63693,44.22082
42.63999,44.22555
42.65138,44.23776
42.66054,44.24443
42.70805,44.36943
42.75083,44.49972
42.75665,44.52721
42.75944,44.54972
42.76,44.56638
42.75832,44.59388
42.75305,44.62582
42.75139,44.63304
42.74881,44.63826
42.74943,44.64027
42.74777,44.65749
42.74416,44.67193
42.73943,44.68443
42.72721,44.70527
42.69694,44.74721
42.68888,44.75472
42.67054,44.76555
42.66527,44.80833
42.74332,44.855
42.74721,44.85915
42.75332,44.86916
42.76028,44.88666
42.76305,44.90083
42.76193,44.92748
42.76028,44.93471
42.75527,44.94721
42.74554,44.96277
42.73888,44.97221
42.73499,44.97637
42.71915,45.00221
42.70998,45.01777
42.69609,45.04583
42.69415,45.05304
42.69249,45.06027
42.69249,45.0686
42.69498,45.08276
42.69742,45.09148
42.70694,45.12027
42.70944,45.13444
42.70776,45.15165
42.70583,45.15888
42.70083,45.17137
42.67944,45.2075
42.67277,45.21693
42.65083,45.24194
42.58194,45.31582
42.57416,45.32304
42.5611,45.3325
42.55637,45.33472
42.55082,45.33582
42.54583,45.33804
42.53665,45.34332
42.52943,45.35166
42.52749,45.35889
42.52693,45.37638
42.53749,45.43221
42.54888,45.49527
42.55082,45.52693
42.55026,45.55277
42.5461,45.5761
42.51611,45.70054
42.50639,45.72499
42.50332,45.73026
42.49332,45.74471
42.4822,45.75694
42.47791,45.76028
42.47331,45.76054
42.45721,45.75472
42.3561,45.7075
42.31915,45.68971
42.25916,45.65527
42.24471,45.6461
42.22887,45.6386
42.22304,45.63693
42.21693,45.63722
42.21194,45.63915
42.20471,45.64748
42.19527,45.66277
42.0286,45.98693
42.02499,46.05415
42.00277,46.23193
42.00139,46.23998
41.99694,46.25305
41.94054,46.39415
41.93555,46.40609
41.9261,46.42137
41.91916,46.43028
41.90443,46.44638
41.89706,46.45175
41.86694,46.43832
41.85666,46.43333
41.83777,46.42054
41.82583,46.40888
41.77332,46.35055
41.75916,46.33194
41.75417,46.32138
41.75332,46.31388
41.75583,46.29777
41.75972,46.28388
41.76415,46.26082
41.76499,46.25194
41.76388,46.23638
41.76106,46.22454
41.74887,46.21137
41.74443,46.20805
41.72499,46.19804
41.69804,46.19443
41.68582,46.19443
41.66916,46.19776
41.62499,46.2161
41.5986,46.23333
41.48527,46.32999
41.48166,46.33388
41.39722,46.49916
41.39526,46.5061
41.38693,46.55304
41.37943,46.59332
41.365,46.62109
41.32027,46.68693
41.31667,46.69082
41.3122,46.69387
41.26138,46.71082
41.25527,46.71082
41.21166,46.69721
41.15498,46.66999
41.1461,46.66332
41.10055,46.62249
41.04999,46.52082
41.0461,46.50861
41.04805,46.50166
41.05555,46.48387
41.10416,46.37832
41.12999,46.34083
41.17277,46.27998
41.18387,46.26804
41.2,46.25417
41.20554,46.24332
41.20665,46.23527
41.20665,46.22721
41.20387,46.14027
41.20249,46.13388
41.2,46.12804
41.18193,46.10055
41.17582,46.0825
41.17193,46.0622
41.17027,46.04777
41.17027,46.03138
